
These predictions were generated by MoorDyn (v2.0.02022-12-08) on 25-Sep-2023 at 13:52:54.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3
   11.1400   3.4336048E+06   3.0353958E+06   3.1873452E+06
   11.1500   3.4341152E+06   3.0351520E+06   3.1873408E+06
   11.1600   3.4346245E+06   3.0349068E+06   3.1873360E+06
   11.1700   3.4351328E+06   3.0346602E+06   3.1873312E+06
   11.1800   3.4356395E+06   3.0344122E+06   3.1873268E+06
   11.1900   3.4361452E+06   3.0341625E+06   3.1873220E+06
   11.2000   3.4366500E+06   3.0339112E+06   3.1873175E+06
   11.2100   3.4371532E+06   3.0336580E+06   3.1873132E+06
   11.2200   3.4376555E+06   3.0334028E+06   3.1873095E+06
   11.2300   3.4381568E+06   3.0331458E+06   3.1873058E+06
   11.2400   3.4386565E+06   3.0328870E+06   3.1873022E+06
   11.2500   3.4391552E+06   3.0326262E+06   3.1872992E+06
   11.2600   3.4396528E+06   3.0323640E+06   3.1872965E+06
   11.2700   3.4401490E+06   3.0321000E+06   3.1872940E+06
   11.2800   3.4406440E+06   3.0318348E+06   3.1872918E+06
   11.2900   3.4411378E+06   3.0315680E+06   3.1872895E+06
   11.3000   3.4416302E+06   3.0313005E+06   3.1872875E+06
   11.3100   3.4421215E+06   3.0310322E+06   3.1872855E+06
   11.3200   3.4426112E+06   3.0307630E+06   3.1872832E+06
   11.3300   3.4431000E+06   3.0304935E+06   3.1872810E+06
   11.3400   3.4435872E+06   3.0302235E+06   3.1872785E+06
   11.3500   3.4440732E+06   3.0299532E+06   3.1872758E+06
   11.3600   3.4445580E+06   3.0296830E+06   3.1872725E+06
   11.3700   3.4450412E+06   3.0294128E+06   3.1872692E+06
   11.3800   3.4455235E+06   3.0291422E+06   3.1872652E+06
   11.3900   3.4460042E+06   3.0288718E+06   3.1872612E+06
   11.4000   3.4464840E+06   3.0286010E+06   3.1872568E+06
   11.4100   3.4469622E+06   3.0283300E+06   3.1872520E+06
   11.4200   3.4474395E+06   3.0280590E+06   3.1872470E+06
   11.4300   3.4479155E+06   3.0277872E+06   3.1872420E+06
   11.4400   3.4483905E+06   3.0275152E+06   3.1872368E+06
   11.4500   3.4488642E+06   3.0272425E+06   3.1872315E+06
   11.4600   3.4493370E+06   3.0269692E+06   3.1872265E+06
   11.4700   3.4498085E+06   3.0266950E+06   3.1872215E+06
   11.4800   3.4502790E+06   3.0264200E+06   3.1872168E+06
   11.4900   3.4507482E+06   3.0261442E+06   3.1872122E+06
   11.5000   3.4512165E+06   3.0258675E+06   3.1872080E+06
   11.5100   3.4516838E+06   3.0255900E+06   3.1872042E+06
   11.5200   3.4521498E+06   3.0253120E+06   3.1872008E+06
   11.5300   3.4526148E+06   3.0250332E+06   3.1871978E+06
   11.5400   3.4530785E+06   3.0247542E+06   3.1871950E+06
   11.5500   3.4535412E+06   3.0244750E+06   3.1871925E+06
   11.5600   3.4540028E+06   3.0241958E+06   3.1871905E+06
   11.5700   3.4544630E+06   3.0239165E+06   3.1871885E+06
   11.5800   3.4549222E+06   3.0236378E+06   3.1871865E+06
   11.5900   3.4553802E+06   3.0233595E+06   3.1871848E+06
   11.6000   3.4558372E+06   3.0230820E+06   3.1871830E+06
   11.6100   3.4562928E+06   3.0228052E+06   3.1871810E+06
   11.6200   3.4567475E+06   3.0225298E+06   3.1871788E+06
   11.6300   3.4572010E+06   3.0222552E+06   3.1871765E+06
   11.6400   3.4576532E+06   3.0219820E+06   3.1871740E+06
   11.6500   3.4581045E+06   3.0217100E+06   3.1871712E+06
   11.6600   3.4585548E+06   3.0214390E+06   3.1871680E+06
   11.6700   3.4590040E+06   3.0211695E+06   3.1871645E+06
   11.6800   3.4594522E+06   3.0209010E+06   3.1871610E+06
   11.6900   3.4598995E+06   3.0206335E+06   3.1871570E+06
   11.7000   3.4603458E+06   3.0203670E+06   3.1871530E+06
   11.7100   3.4607912E+06   3.0201012E+06   3.1871490E+06
   11.7200   3.4612358E+06   3.0198365E+06   3.1871448E+06
   11.7300   3.4616795E+06   3.0195725E+06   3.1871408E+06
   11.7400   3.4621222E+06   3.0193090E+06   3.1871370E+06
   11.7500   3.4625642E+06   3.0190460E+06   3.1871332E+06
   11.7600   3.4630052E+06   3.0187838E+06   3.1871300E+06
   11.7700   3.4634455E+06   3.0185220E+06   3.1871270E+06
   11.7800   3.4638850E+06   3.0182610E+06   3.1871245E+06
   11.7900   3.4643235E+06   3.0180005E+06   3.1871222E+06
   11.8000   3.4647612E+06   3.0177412E+06   3.1871205E+06
   11.8100   3.4651980E+06   3.0174828E+06   3.1871192E+06
   11.8200   3.4656340E+06   3.0172255E+06   3.1871185E+06
   11.8300   3.4660690E+06   3.0169695E+06   3.1871180E+06
   11.8400   3.4665030E+06   3.0167150E+06   3.1871178E+06
   11.8500   3.4669362E+06   3.0164622E+06   3.1871178E+06
   11.8600   3.4673685E+06   3.0162112E+06   3.1871180E+06
   11.8700   3.4678000E+06   3.0159625E+06   3.1871182E+06
   11.8800   3.4682305E+06   3.0157158E+06   3.1871188E+06
   11.8900   3.4686600E+06   3.0154715E+06   3.1871190E+06
   11.9000   3.4690888E+06   3.0152295E+06   3.1871190E+06
   11.9100   3.4695168E+06   3.0149898E+06   3.1871192E+06
   11.9200   3.4699438E+06   3.0147528E+06   3.1871190E+06
   11.9300   3.4703702E+06   3.0145180E+06   3.1871185E+06
   11.9400   3.4707958E+06   3.0142858E+06   3.1871180E+06
   11.9500   3.4712208E+06   3.0140558E+06   3.1871170E+06
   11.9600   3.4716450E+06   3.0138280E+06   3.1871160E+06
   11.9700   3.4720685E+06   3.0136025E+06   3.1871148E+06
   11.9800   3.4724915E+06   3.0133790E+06   3.1871135E+06
   11.9900   3.4729138E+06   3.0131575E+06   3.1871122E+06
   12.0000   3.4733355E+06   3.0129378E+06   3.1871112E+06
   12.0100   3.4737565E+06   3.0127200E+06   3.1871100E+06
   12.0200   3.4741770E+06   3.0125038E+06   3.1871092E+06
   12.0300   3.4745970E+06   3.0122892E+06   3.1871088E+06
   12.0400   3.4750162E+06   3.0120765E+06   3.1871085E+06
   12.0500   3.4754350E+06   3.0118655E+06   3.1871088E+06
   12.0600   3.4758530E+06   3.0116562E+06   3.1871095E+06
   12.0700   3.4762705E+06   3.0114488E+06   3.1871108E+06
   12.0800   3.4766870E+06   3.0112435E+06   3.1871125E+06
   12.0900   3.4771032E+06   3.0110400E+06   3.1871148E+06
   12.1000   3.4775185E+06   3.0108390E+06   3.1871172E+06
   12.1100   3.4779330E+06   3.0106402E+06   3.1871202E+06
   12.1200   3.4783470E+06   3.0104440E+06   3.1871238E+06
   12.1300   3.4787602E+06   3.0102502E+06   3.1871272E+06
   12.1400   3.4791728E+06   3.0100595E+06   3.1871312E+06
   12.1500   3.4795845E+06   3.0098715E+06   3.1871352E+06
   12.1600   3.4799955E+06   3.0096865E+06   3.1871392E+06
   12.1700   3.4804058E+06   3.0095045E+06   3.1871432E+06
   12.1800   3.4808155E+06   3.0093252E+06   3.1871470E+06
   12.1900   3.4812248E+06   3.0091492E+06   3.1871508E+06
   12.2000   3.4816330E+06   3.0089762E+06   3.1871542E+06
   12.2100   3.4820410E+06   3.0088060E+06   3.1871578E+06
   12.2200   3.4824482E+06   3.0086385E+06   3.1871608E+06
   12.2300   3.4828550E+06   3.0084740E+06   3.1871638E+06
   12.2400   3.4832612E+06   3.0083118E+06   3.1871668E+06
   12.2500   3.4836670E+06   3.0081522E+06   3.1871692E+06
   12.2600   3.4840722E+06   3.0079950E+06   3.1871720E+06
   12.2700   3.4844770E+06   3.0078400E+06   3.1871748E+06
   12.2800   3.4848812E+06   3.0076872E+06   3.1871775E+06
   12.2900   3.4852850E+06   3.0075365E+06   3.1871802E+06
   12.3000   3.4856882E+06   3.0073878E+06   3.1871835E+06
   12.3100   3.4860908E+06   3.0072410E+06   3.1871870E+06
   12.3200   3.4864928E+06   3.0070960E+06   3.1871910E+06
   12.3300   3.4868942E+06   3.0069532E+06   3.1871955E+06
   12.3400   3.4872950E+06   3.0068125E+06   3.1872002E+06
   12.3500   3.4876952E+06   3.0066738E+06   3.1872058E+06
   12.3600   3.4880948E+06   3.0065370E+06   3.1872115E+06
   12.3700   3.4884935E+06   3.0064025E+06   3.1872180E+06
   12.3800   3.4888915E+06   3.0062705E+06   3.1872248E+06
   12.3900   3.4892890E+06   3.0061408E+06   3.1872320E+06
   12.4000   3.4896855E+06   3.0060135E+06   3.1872395E+06
   12.4100   3.4900812E+06   3.0058888E+06   3.1872472E+06
   12.4200   3.4904765E+06   3.0057665E+06   3.1872552E+06
   12.4300   3.4908708E+06   3.0056470E+06   3.1872632E+06
   12.4400   3.4912645E+06   3.0055302E+06   3.1872712E+06
   12.4500   3.4916572E+06   3.0054160E+06   3.1872792E+06
   12.4600   3.4920495E+06   3.0053042E+06   3.1872872E+06
   12.4700   3.4924410E+06   3.0051950E+06   3.1872950E+06
   12.4800   3.4928318E+06   3.0050882E+06   3.1873025E+06
   12.4900   3.4932218E+06   3.0049838E+06   3.1873098E+06
   12.5000   3.4936112E+06   3.0048815E+06   3.1873168E+06
   12.5100   3.4940000E+06   3.0047815E+06   3.1873235E+06
   12.5200   3.4943880E+06   3.0046832E+06   3.1873302E+06
   12.5300   3.4947755E+06   3.0045868E+06   3.1873368E+06
   12.5400   3.4951622E+06   3.0044920E+06   3.1873432E+06
   12.5500   3.4955485E+06   3.0043985E+06   3.1873498E+06
   12.5600   3.4959338E+06   3.0043068E+06   3.1873562E+06
   12.5700   3.4963185E+06   3.0042162E+06   3.1873630E+06
   12.5800   3.4967022E+06   3.0041272E+06   3.1873700E+06
   12.5900   3.4970852E+06   3.0040392E+06   3.1873772E+06
   12.6000   3.4974675E+06   3.0039525E+06   3.1873850E+06
   12.6100   3.4978488E+06   3.0038670E+06   3.1873932E+06
   12.6200   3.4982292E+06   3.0037828E+06   3.1874018E+06
   12.6300   3.4986088E+06   3.0036995E+06   3.1874108E+06
   12.6400   3.4989872E+06   3.0036178E+06   3.1874202E+06
   12.6500   3.4993648E+06   3.0035372E+06   3.1874302E+06
   12.6600   3.4997410E+06   3.0034582E+06   3.1874408E+06
   12.6700   3.5001165E+06   3.0033805E+06   3.1874515E+06
   12.6800   3.5004908E+06   3.0033042E+06   3.1874625E+06
   12.6900   3.5008640E+06   3.0032292E+06   3.1874738E+06
   12.7000   3.5012362E+06   3.0031558E+06   3.1874850E+06
   12.7100   3.5016072E+06   3.0030835E+06   3.1874962E+06
   12.7200   3.5019772E+06   3.0030128E+06   3.1875075E+06
   12.7300   3.5023462E+06   3.0029432E+06   3.1875188E+06
   12.7400   3.5027142E+06   3.0028750E+06   3.1875295E+06
   12.7500   3.5030810E+06   3.0028078E+06   3.1875402E+06
   12.7600   3.5034468E+06   3.0027415E+06   3.1875508E+06
   12.7700   3.5038112E+06   3.0026762E+06   3.1875608E+06
   12.7800   3.5041750E+06   3.0026115E+06   3.1875708E+06
   12.7900   3.5045375E+06   3.0025475E+06   3.1875802E+06
   12.8000   3.5048990E+06   3.0024840E+06   3.1875895E+06
   12.8100   3.5052592E+06   3.0024208E+06   3.1875988E+06
   12.8200   3.5056182E+06   3.0023578E+06   3.1876078E+06
   12.8300   3.5059762E+06   3.0022948E+06   3.1876170E+06
   12.8400   3.5063330E+06   3.0022318E+06   3.1876260E+06
   12.8500   3.5066885E+06   3.0021688E+06   3.1876352E+06
   12.8600   3.5070428E+06   3.0021058E+06   3.1876448E+06
   12.8700   3.5073958E+06   3.0020425E+06   3.1876548E+06
   12.8800   3.5077472E+06   3.0019790E+06   3.1876648E+06
   12.8900   3.5080975E+06   3.0019152E+06   3.1876752E+06
   12.9000   3.5084460E+06   3.0018515E+06   3.1876862E+06
   12.9100   3.5087932E+06   3.0017872E+06   3.1876975E+06
   12.9200   3.5091390E+06   3.0017230E+06   3.1877092E+06
   12.9300   3.5094830E+06   3.0016585E+06   3.1877215E+06
   12.9400   3.5098258E+06   3.0015940E+06   3.1877338E+06
   12.9500   3.5101668E+06   3.0015290E+06   3.1877465E+06
   12.9600   3.5105060E+06   3.0014640E+06   3.1877595E+06
   12.9700   3.5108438E+06   3.0013988E+06   3.1877725E+06
   12.9800   3.5111800E+06   3.0013332E+06   3.1877855E+06
   12.9900   3.5115148E+06   3.0012672E+06   3.1877985E+06
   13.0000   3.5118475E+06   3.0012010E+06   3.1878112E+06
   13.0100   3.5121790E+06   3.0011345E+06   3.1878240E+06
   13.0200   3.5125088E+06   3.0010672E+06   3.1878362E+06
   13.0300   3.5128370E+06   3.0009995E+06   3.1878482E+06
   13.0400   3.5131635E+06   3.0009310E+06   3.1878600E+06
   13.0500   3.5134882E+06   3.0008618E+06   3.1878712E+06
   13.0600   3.5138118E+06   3.0007912E+06   3.1878822E+06
   13.0700   3.5141332E+06   3.0007200E+06   3.1878930E+06
   13.0800   3.5144532E+06   3.0006475E+06   3.1879032E+06
   13.0900   3.5147715E+06   3.0005740E+06   3.1879135E+06
   13.1000   3.5150880E+06   3.0004990E+06   3.1879235E+06
   13.1100   3.5154028E+06   3.0004228E+06   3.1879335E+06
   13.1200   3.5157158E+06   3.0003450E+06   3.1879435E+06
   13.1300   3.5160270E+06   3.0002658E+06   3.1879538E+06
   13.1400   3.5163362E+06   3.0001850E+06   3.1879640E+06
   13.1500   3.5166438E+06   3.0001028E+06   3.1879748E+06
   13.1600   3.5169492E+06   3.0000190E+06   3.1879855E+06
   13.1700   3.5172528E+06   2.9999338E+06   3.1879968E+06
   13.1800   3.5175542E+06   2.9998470E+06   3.1880082E+06
   13.1900   3.5178538E+06   2.9997585E+06   3.1880202E+06
   13.2000   3.5181512E+06   2.9996688E+06   3.1880325E+06
   13.2100   3.5184465E+06   2.9995772E+06   3.1880452E+06
   13.2200   3.5187400E+06   2.9994842E+06   3.1880580E+06
   13.2300   3.5190312E+06   2.9993898E+06   3.1880712E+06
   13.2400   3.5193205E+06   2.9992938E+06   3.1880842E+06
   13.2500   3.5196075E+06   2.9991962E+06   3.1880975E+06
   13.2600   3.5198925E+06   2.9990970E+06   3.1881108E+06
   13.2700   3.5201755E+06   2.9989962E+06   3.1881238E+06
   13.2800   3.5204565E+06   2.9988938E+06   3.1881365E+06
   13.2900   3.5207355E+06   2.9987895E+06   3.1881492E+06
   13.3000   3.5210122E+06   2.9986835E+06   3.1881615E+06
   13.3100   3.5212872E+06   2.9985758E+06   3.1881732E+06
   13.3200   3.5215600E+06   2.9984660E+06   3.1881848E+06
   13.3300   3.5218308E+06   2.9983545E+06   3.1881958E+06
   13.3400   3.5220995E+06   2.9982410E+06   3.1882065E+06
   13.3500   3.5223662E+06   2.9981255E+06   3.1882170E+06
   13.3600   3.5226308E+06   2.9980080E+06   3.1882270E+06
   13.3700   3.5228932E+06   2.9978885E+06   3.1882370E+06
   13.3800   3.5231538E+06   2.9977668E+06   3.1882468E+06
   13.3900   3.5234120E+06   2.9976430E+06   3.1882565E+06
   13.4000   3.5236682E+06   2.9975172E+06   3.1882660E+06
   13.4100   3.5239222E+06   2.9973892E+06   3.1882760E+06
   13.4200   3.5241740E+06   2.9972592E+06   3.1882860E+06
   13.4300   3.5244235E+06   2.9971272E+06   3.1882960E+06
   13.4400   3.5246710E+06   2.9969930E+06   3.1883065E+06
   13.4500   3.5249160E+06   2.9968568E+06   3.1883175E+06
   13.4600   3.5251588E+06   2.9967185E+06   3.1883285E+06
   13.4700   3.5253992E+06   2.9965782E+06   3.1883402E+06
   13.4800   3.5256378E+06   2.9964362E+06   3.1883520E+06
   13.4900   3.5258738E+06   2.9962920E+06   3.1883640E+06
   13.5000   3.5261075E+06   2.9961458E+06   3.1883765E+06
   13.5100   3.5263390E+06   2.9959978E+06   3.1883890E+06
   13.5200   3.5265685E+06   2.9958478E+06   3.1884015E+06
   13.5300   3.5267955E+06   2.9956958E+06   3.1884142E+06
   13.5400   3.5270205E+06   2.9955418E+06   3.1884268E+06
   13.5500   3.5272432E+06   2.9953860E+06   3.1884390E+06
   13.5600   3.5274640E+06   2.9952282E+06   3.1884512E+06
   13.5700   3.5276825E+06   2.9950688E+06   3.1884630E+06
   13.5800   3.5278990E+06   2.9949072E+06   3.1884748E+06
   13.5900   3.5281132E+06   2.9947438E+06   3.1884858E+06
   13.6000   3.5283255E+06   2.9945785E+06   3.1884965E+06
   13.6100   3.5285358E+06   2.9944115E+06   3.1885070E+06
   13.6200   3.5287440E+06   2.9942428E+06   3.1885170E+06
   13.6300   3.5289500E+06   2.9940720E+06   3.1885265E+06
   13.6400   3.5291540E+06   2.9938995E+06   3.1885360E+06
   13.6500   3.5293560E+06   2.9937255E+06   3.1885452E+06
   13.6600   3.5295558E+06   2.9935498E+06   3.1885545E+06
   13.6700   3.5297535E+06   2.9933722E+06   3.1885635E+06
   13.6800   3.5299490E+06   2.9931932E+06   3.1885728E+06
   13.6900   3.5301425E+06   2.9930128E+06   3.1885820E+06
   13.7000   3.5303340E+06   2.9928308E+06   3.1885915E+06
   13.7100   3.5305232E+06   2.9926470E+06   3.1886012E+06
   13.7200   3.5307105E+06   2.9924620E+06   3.1886115E+06
   13.7300   3.5308955E+06   2.9922755E+06   3.1886218E+06
   13.7400   3.5310785E+06   2.9920878E+06   3.1886328E+06
   13.7500   3.5312592E+06   2.9918985E+06   3.1886438E+06
   13.7600   3.5314382E+06   2.9917080E+06   3.1886555E+06
   13.7700   3.5316150E+06   2.9915162E+06   3.1886672E+06
   13.7800   3.5317898E+06   2.9913232E+06   3.1886792E+06
   13.7900   3.5319625E+06   2.9911288E+06   3.1886915E+06
   13.8000   3.5321332E+06   2.9909332E+06   3.1887038E+06
   13.8100   3.5323022E+06   2.9907365E+06   3.1887160E+06
   13.8200   3.5324692E+06   2.9905388E+06   3.1887285E+06
   13.8300   3.5326342E+06   2.9903398E+06   3.1887405E+06
   13.8400   3.5327975E+06   2.9901398E+06   3.1887525E+06
   13.8500   3.5329590E+06   2.9899388E+06   3.1887640E+06
   13.8600   3.5331188E+06   2.9897370E+06   3.1887755E+06
   13.8700   3.5332768E+06   2.9895345E+06   3.1887865E+06
   13.8800   3.5334330E+06   2.9893310E+06   3.1887970E+06
   13.8900   3.5335875E+06   2.9891270E+06   3.1888072E+06
   13.9000   3.5337402E+06   2.9889225E+06   3.1888172E+06
   13.9100   3.5338912E+06   2.9887172E+06   3.1888270E+06
   13.9200   3.5340405E+06   2.9885118E+06   3.1888368E+06
   13.9300   3.5341882E+06   2.9883060E+06   3.1888460E+06
   13.9400   3.5343340E+06   2.9880998E+06   3.1888555E+06
   13.9500   3.5344782E+06   2.9878935E+06   3.1888650E+06
   13.9600   3.5346208E+06   2.9876868E+06   3.1888745E+06
   13.9700   3.5347615E+06   2.9874800E+06   3.1888842E+06
   13.9800   3.5349005E+06   2.9872732E+06   3.1888942E+06
   13.9900   3.5350380E+06   2.9870665E+06   3.1889048E+06
   14.0000   3.5351738E+06   2.9868595E+06   3.1889155E+06
   14.0100   3.5353078E+06   2.9866525E+06   3.1889268E+06
   14.0200   3.5354402E+06   2.9864458E+06   3.1889382E+06
   14.0300   3.5355710E+06   2.9862388E+06   3.1889502E+06
   14.0400   3.5357002E+06   2.9860318E+06   3.1889625E+06
   14.0500   3.5358280E+06   2.9858250E+06   3.1889752E+06
   14.0600   3.5359540E+06   2.9856182E+06   3.1889882E+06
   14.0700   3.5360788E+06   2.9854115E+06   3.1890015E+06
   14.0800   3.5362020E+06   2.9852052E+06   3.1890148E+06
   14.0900   3.5363240E+06   2.9849990E+06   3.1890280E+06
   14.1000   3.5364442E+06   2.9847930E+06   3.1890415E+06
   14.1100   3.5365635E+06   2.9845875E+06   3.1890548E+06
   14.1200   3.5366812E+06   2.9843822E+06   3.1890678E+06
   14.1300   3.5367980E+06   2.9841778E+06   3.1890805E+06
   14.1400   3.5369132E+06   2.9839740E+06   3.1890930E+06
   14.1500   3.5370272E+06   2.9837708E+06   3.1891052E+06
   14.1600   3.5371400E+06   2.9835685E+06   3.1891172E+06
   14.1700   3.5372515E+06   2.9833672E+06   3.1891290E+06
   14.1800   3.5373618E+06   2.9831670E+06   3.1891405E+06
   14.1900   3.5374710E+06   2.9829680E+06   3.1891520E+06
   14.2000   3.5375788E+06   2.9827702E+06   3.1891632E+06
   14.2100   3.5376855E+06   2.9825738E+06   3.1891742E+06
   14.2200   3.5377908E+06   2.9823785E+06   3.1891855E+06
   14.2300   3.5378950E+06   2.9821848E+06   3.1891970E+06
   14.2400   3.5379980E+06   2.9819922E+06   3.1892085E+06
   14.2500   3.5380998E+06   2.9818012E+06   3.1892202E+06
   14.2600   3.5382002E+06   2.9816118E+06   3.1892325E+06
   14.2700   3.5382998E+06   2.9814238E+06   3.1892450E+06
   14.2800   3.5383978E+06   2.9812370E+06   3.1892582E+06
   14.2900   3.5384948E+06   2.9810518E+06   3.1892718E+06
   14.3000   3.5385908E+06   2.9808678E+06   3.1892855E+06
   14.3100   3.5386855E+06   2.9806852E+06   3.1893000E+06
   14.3200   3.5387790E+06   2.9805040E+06   3.1893148E+06
   14.3300   3.5388718E+06   2.9803240E+06   3.1893300E+06
   14.3400   3.5389632E+06   2.9801455E+06   3.1893455E+06
   14.3500   3.5390540E+06   2.9799682E+06   3.1893612E+06
   14.3600   3.5391435E+06   2.9797925E+06   3.1893772E+06
   14.3700   3.5392322E+06   2.9796182E+06   3.1893932E+06
   14.3800   3.5393200E+06   2.9794458E+06   3.1894092E+06
   14.3900   3.5394070E+06   2.9792745E+06   3.1894250E+06
   14.4000   3.5394930E+06   2.9791052E+06   3.1894408E+06
   14.4100   3.5395782E+06   2.9789378E+06   3.1894565E+06
   14.4200   3.5396625E+06   2.9787722E+06   3.1894718E+06
   14.4300   3.5397460E+06   2.9786088E+06   3.1894870E+06
   14.4400   3.5398285E+06   2.9784472E+06   3.1895018E+06
   14.4500   3.5399102E+06   2.9782882E+06   3.1895165E+06
   14.4600   3.5399912E+06   2.9781312E+06   3.1895310E+06
   14.4700   3.5400712E+06   2.9779770E+06   3.1895455E+06
   14.4800   3.5401502E+06   2.9778250E+06   3.1895600E+06
   14.4900   3.5402285E+06   2.9776752E+06   3.1895745E+06
   14.5000   3.5403058E+06   2.9775282E+06   3.1895890E+06
   14.5100   3.5403822E+06   2.9773835E+06   3.1896038E+06
   14.5200   3.5404575E+06   2.9772412E+06   3.1896188E+06
   14.5300   3.5405322E+06   2.9771012E+06   3.1896340E+06
   14.5400   3.5406058E+06   2.9769638E+06   3.1896498E+06
   14.5500   3.5406785E+06   2.9768282E+06   3.1896660E+06
   14.5600   3.5407505E+06   2.9766950E+06   3.1896825E+06
   14.5700   3.5408215E+06   2.9765640E+06   3.1896998E+06
   14.5800   3.5408915E+06   2.9764348E+06   3.1897175E+06
   14.5900   3.5409610E+06   2.9763078E+06   3.1897355E+06
   14.6000   3.5410295E+06   2.9761825E+06   3.1897540E+06
   14.6100   3.5410972E+06   2.9760590E+06   3.1897730E+06
   14.6200   3.5411640E+06   2.9759375E+06   3.1897922E+06
   14.6300   3.5412302E+06   2.9758180E+06   3.1898115E+06
   14.6400   3.5412958E+06   2.9757002E+06   3.1898312E+06
   14.6500   3.5413605E+06   2.9755845E+06   3.1898510E+06
   14.6600   3.5414245E+06   2.9754708E+06   3.1898705E+06
   14.6700   3.5414878E+06   2.9753592E+06   3.1898902E+06
   14.6800   3.5415502E+06   2.9752500E+06   3.1899098E+06
   14.6900   3.5416120E+06   2.9751428E+06   3.1899290E+06
   14.7000   3.5416730E+06   2.9750380E+06   3.1899482E+06
   14.7100   3.5417335E+06   2.9749358E+06   3.1899670E+06
   14.7200   3.5417930E+06   2.9748360E+06   3.1899858E+06
   14.7300   3.5418518E+06   2.9747388E+06   3.1900042E+06
   14.7400   3.5419098E+06   2.9746442E+06   3.1900228E+06
   14.7500   3.5419668E+06   2.9745525E+06   3.1900412E+06
   14.7600   3.5420230E+06   2.9744632E+06   3.1900595E+06
   14.7700   3.5420782E+06   2.9743765E+06   3.1900780E+06
   14.7800   3.5421328E+06   2.9742925E+06   3.1900965E+06
   14.7900   3.5421865E+06   2.9742110E+06   3.1901152E+06
   14.8000   3.5422392E+06   2.9741318E+06   3.1901342E+06
   14.8100   3.5422910E+06   2.9740548E+06   3.1901535E+06
   14.8200   3.5423418E+06   2.9739798E+06   3.1901732E+06
   14.8300   3.5423918E+06   2.9739070E+06   3.1901935E+06
   14.8400   3.5424408E+06   2.9738360E+06   3.1902142E+06
   14.8500   3.5424890E+06   2.9737668E+06   3.1902355E+06
   14.8600   3.5425362E+06   2.9736990E+06   3.1902570E+06
   14.8700   3.5425828E+06   2.9736330E+06   3.1902792E+06
   14.8800   3.5426282E+06   2.9735685E+06   3.1903015E+06
   14.8900   3.5426730E+06   2.9735052E+06   3.1903245E+06
   14.9000   3.5427168E+06   2.9734435E+06   3.1903475E+06
   14.9100   3.5427598E+06   2.9733830E+06   3.1903708E+06
   14.9200   3.5428020E+06   2.9733240E+06   3.1903942E+06
   14.9300   3.5428432E+06   2.9732665E+06   3.1904175E+06
   14.9400   3.5428838E+06   2.9732105E+06   3.1904410E+06
   14.9500   3.5429232E+06   2.9731562E+06   3.1904642E+06
   14.9600   3.5429618E+06   2.9731035E+06   3.1904875E+06
   14.9700   3.5429995E+06   2.9730525E+06   3.1905105E+06
   14.9800   3.5430362E+06   2.9730032E+06   3.1905332E+06
   14.9900   3.5430720E+06   2.9729560E+06   3.1905558E+06
   15.0000   3.5431068E+06   2.9729108E+06   3.1905780E+06
   15.0100   3.5431405E+06   2.9728675E+06   3.1906002E+06
   15.0200   3.5431730E+06   2.9728260E+06   3.1906222E+06
   15.0300   3.5432045E+06   2.9727865E+06   3.1906440E+06
   15.0400   3.5432350E+06   2.9727488E+06   3.1906660E+06
   15.0500   3.5432642E+06   2.9727130E+06   3.1906878E+06
   15.0600   3.5432925E+06   2.9726788E+06   3.1907098E+06
   15.0700   3.5433195E+06   2.9726458E+06   3.1907320E+06
   15.0800   3.5433452E+06   2.9726142E+06   3.1907545E+06
   15.0900   3.5433698E+06   2.9725840E+06   3.1907775E+06
   15.1000   3.5433932E+06   2.9725548E+06   3.1908005E+06
   15.1100   3.5434155E+06   2.9725262E+06   3.1908242E+06
   15.1200   3.5434365E+06   2.9724982E+06   3.1908482E+06
   15.1300   3.5434562E+06   2.9724710E+06   3.1908725E+06
   15.1400   3.5434750E+06   2.9724440E+06   3.1908975E+06
   15.1500   3.5434925E+06   2.9724172E+06   3.1909225E+06
   15.1600   3.5435088E+06   2.9723908E+06   3.1909482E+06
   15.1700   3.5435238E+06   2.9723645E+06   3.1909740E+06
   15.1800   3.5435375E+06   2.9723382E+06   3.1910000E+06
   15.1900   3.5435502E+06   2.9723122E+06   3.1910260E+06
   15.2000   3.5435618E+06   2.9722862E+06   3.1910522E+06
   15.2100   3.5435720E+06   2.9722608E+06   3.1910785E+06
   15.2200   3.5435808E+06   2.9722355E+06   3.1911045E+06
   15.2300   3.5435885E+06   2.9722105E+06   3.1911305E+06
   15.2400   3.5435948E+06   2.9721862E+06   3.1911562E+06
   15.2500   3.5435998E+06   2.9721622E+06   3.1911818E+06
   15.2600   3.5436032E+06   2.9721390E+06   3.1912068E+06
   15.2700   3.5436055E+06   2.9721165E+06   3.1912318E+06
   15.2800   3.5436062E+06   2.9720948E+06   3.1912565E+06
   15.2900   3.5436055E+06   2.9720735E+06   3.1912810E+06
   15.3000   3.5436032E+06   2.9720528E+06   3.1913052E+06
   15.3100   3.5435995E+06   2.9720328E+06   3.1913295E+06
   15.3200   3.5435942E+06   2.9720130E+06   3.1913535E+06
   15.3300   3.5435872E+06   2.9719938E+06   3.1913778E+06
   15.3400   3.5435788E+06   2.9719745E+06   3.1914018E+06
